"dates","deaths","recovered","confirmed","tests","test_pm","time","tests_int","tests_pm_int","cumulated","index","p-values"
2020-03-18,84,1540,8413,295647,5.73994104681939,57,295647,5.73994104681939,0.0284562332782,"29","0.0879054865839007"
2020-03-19,91,1540,8565,307024,5.96082375251119,58,307024,5.96082375251119,0.0278968419406952,NA,NA
2020-03-20,94,1540,8652,316664,6.14798287028116,59,316664,6.14798287028116,0.0273223353459819,"30","0.1202"
2020-03-21,102,1540,8799,327509,6.35853687777238,60,327509,6.35853687777238,0.0268664372582127,NA,NA
2020-03-22,111,2909,8961,331780,6.44145768607067,61,331780,6.44145768607067,0.0270088612936283,"31","0.415109503717099"
2020-03-23,111,2909,8961,338036,6.56291696415874,62,338036,6.56291696415874,0.0265090108745814,NA,NA
2020-03-24,120,3507,9037,348582,6.76766593262369,63,348582,6.76766593262369,0.0259250334211176,"32","0.23790403533427"
2020-03-25,126,3730,9137,357896,6.94849581051887,64,357896,6.94849581051887,0.0255297628361312,NA,NA
2020-03-26,131,4144,9241,364942,7.08529281713787,65,364942,7.08529281713787,0.0253218319623392,"33","0.425510612735282"
2020-03-27,139,4528,9332,376961,7.31863985411685,66,376961,7.31863985411685,0.0247558766026194,NA,NA
2020-03-28,144,4811,9478,387925,7.53150422831083,67,387925,7.53150422831083,0.0244325578397886,"34","0.3038"
2020-03-29,152,5033,9583,394141,7.65218691254922,68,394141,7.65218691254922,0.0243136339533314,NA,NA
2020-03-30,158,5228,9661,395194,7.67263074564173,69,395194,7.67263074564173,0.0244462213495144,"35","0.234810507319029"
2020-03-31,162,5408,9786,410564,7.97103693237663,70,410564,7.97103693237663,0.0238355043306281,NA,NA
2020-04-01,165,5567,9887,421547,8.18427018864921,71,421547,8.18427018864921,0.0234540869701362,"36","0.499297893681043"
2020-04-02,169,5828,9976,431743,8.38222396092956,72,431743,8.38222396092956,0.023106338724658,NA,NA
2020-04-03,174,6021,10062,443273,8.60607713809635,73,443273,8.60607713809635,0.0226993297584107,NA,NA
2020-04-04,177,6325,10156,455032,8.83437631505248,74,455032,8.83437631505248,0.0223193094112062,NA,NA
2020-04-05,183,6463,10237,461233,8.95476777659725,75,461233,8.95476777659725,0.022194855962171,NA,NA
2020-04-06,186,6598,10284,466804,9.06292788500975,76,466804,9.06292788500975,0.0220306595487614,NA,NA
2020-04-07,192,6694,10331,477304,9.26678377054758,77,477304,9.26678377054758,0.021644486532692,NA,NA
2020-04-08,200,6776,10384,486003,9.43567351800412,78,486003,9.43567351800412,0.0213661232543832,NA,NA
2020-04-09,204,6973,10423,494711,9.60473799907682,79,494711,9.60473799907682,0.0210688664695145,NA,NA
2020-04-10,208,7117,10450,503051,9.76665781673259,80,503051,9.76665781673259,0.0207732416792731,NA,NA
