"","Actual","Pred","Pred.lower","Pred.upper","Pred.sd","AbsEffect","AbsEffect.lower","AbsEffect.upper","AbsEffect.sd","RelEffect","RelEffect.lower","RelEffect.upper","RelEffect.sd","alpha","p"
"Average",0.00748676534185649,0.106399261665621,0.0764536882879766,0.138422446236003,0.0158835863859926,-0.0989124963237648,-0.130935680894146,-0.0689669229461203,0.0158835863859926,-0.929635175802394,-1.2306070441131,-0.648189863975383,0.149282862844572,0.05,0.000200682319887618
"Cumulative",0.029947061367426,0.425597046662485,0.305814753151907,0.553689784944011,0.0635343455439706,-0.395649985295059,-0.523742723576585,-0.275867691784481,0.0635343455439706,-0.929635175802394,-1.2306070441131,-0.648189863975383,0.149282862844572,0.05,0.000200682319887618
