"","Actual","Pred","Pred.lower","Pred.upper","Pred.sd","AbsEffect","AbsEffect.lower","AbsEffect.upper","AbsEffect.sd","RelEffect","RelEffect.lower","RelEffect.upper","RelEffect.sd","alpha","p"
"Average",-0.0525623299804235,-0.0698984308377269,-0.29978033413024,0.162353920312068,0.117859707799039,0.0173361008573034,-0.214916250292491,0.247218004149817,0.117859707799039,-0.248018455486506,3.07469349049382,-3.5368176536573,-1.68615670461412,0.05,0.441743672157493
"Cumulative",-0.210249319921694,-0.279593723350908,-1.19912133652096,0.649415681248271,0.471438831196158,0.0693444034292135,-0.859665001169966,0.988872016599266,0.471438831196158,-0.248018455486506,3.07469349049382,-3.5368176536573,-1.68615670461412,0.05,0.441743672157493
