"","Actual","Pred","Pred.lower","Pred.upper","Pred.sd","AbsEffect","AbsEffect.lower","AbsEffect.upper","AbsEffect.sd","RelEffect","RelEffect.lower","RelEffect.upper","RelEffect.sd","alpha","p"
"Average",0.0316350559036473,0.215044390550736,0.0572271936752648,0.363729792896661,0.0779793162192444,-0.183409334647089,-0.332094736993013,-0.0255921377716176,0.0779793162192444,-0.852890578439973,-1.54430783403607,-0.119008627502793,0.362619624811123,0.05,0.0118378812199037
"Cumulative",0.126540223614589,0.860177562202944,0.228908774701059,1.45491917158664,0.311917264876977,-0.733637338588355,-1.32837894797205,-0.10236855108647,0.311917264876977,-0.852890578439973,-1.54430783403607,-0.119008627502793,0.362619624811123,0.05,0.0118378812199037
