"","Actual","Pred","Pred.lower","Pred.upper","Pred.sd","AbsEffect","AbsEffect.lower","AbsEffect.upper","AbsEffect.sd","RelEffect","RelEffect.lower","RelEffect.upper","RelEffect.sd","alpha","p"
"Average",0.0074293038001827,-0.00327133334867936,-0.0695208635351026,0.0654664928485854,0.0341896559704311,0.0107006371488621,-0.0580371890484027,0.0769501673352853,0.0341896559704311,-3.27103233095518,17.7411418716568,-23.5225698922888,-10.4512907509819,0.05,0.365
"Cumulative",0.0297172152007308,-0.0130853333947174,-0.27808345414041,0.261865971394342,0.136758623881724,0.0428025485954482,-0.232148756193611,0.307800669341141,0.136758623881724,-3.27103233095518,17.7411418716568,-23.5225698922888,-10.4512907509819,0.05,0.365
