"","Actual","Pred","Pred.lower","Pred.upper","Pred.sd","AbsEffect","AbsEffect.lower","AbsEffect.upper","AbsEffect.sd","RelEffect","RelEffect.lower","RelEffect.upper","RelEffect.sd","alpha","p"
"Average",-0.00564715876913996,0.0655351631028403,0.0410873605006283,0.0909388447688521,0.0126858086695726,-0.0711823218719803,-0.0965860035379921,-0.0467345192697682,0.0126858086695726,-1.08616990485365,-1.47380427491155,-0.713121278060002,0.193572550504917,0.05,0.000200883889112093
"Cumulative",-0.0225886350765598,0.262140652411361,0.164349442002513,0.363755379075408,0.0507432346782902,-0.284729287487921,-0.386344014151968,-0.186938077079073,0.0507432346782902,-1.08616990485365,-1.47380427491155,-0.713121278060002,0.193572550504917,0.05,0.000200883889112093
