"","Actual","Pred","Pred.lower","Pred.upper","Pred.sd","AbsEffect","AbsEffect.lower","AbsEffect.upper","AbsEffect.sd","RelEffect","RelEffect.lower","RelEffect.upper","RelEffect.sd","alpha","p"
"Average",-0.0252811281250545,0.0971975955550332,-0.0496873121165303,0.233188461304262,0.0701274503358478,-0.122478723680088,-0.258469589429317,0.0244061839914759,0.0701274503358478,-1.26010034487674,-2.65921793593105,0.251098639345015,0.721493674153099,0.05,0.0430689102564103
"Cumulative",-0.101124512500218,0.388790382220133,-0.198749248466121,0.932753845217049,0.280509801343391,-0.489914894720351,-1.03387835771727,0.0976247359659035,0.280509801343391,-1.26010034487674,-2.65921793593105,0.251098639345015,0.721493674153099,0.05,0.0430689102564103
