"","Actual","Pred","Pred.lower","Pred.upper","Pred.sd","AbsEffect","AbsEffect.lower","AbsEffect.upper","AbsEffect.sd","RelEffect","RelEffect.lower","RelEffect.upper","RelEffect.sd","alpha","p"
"Average",0.186423982800393,0.279124681951213,0.194183909449213,0.368998321959999,0.0443265338073671,-0.0927006991508199,-0.182574339159606,-0.00775992664882021,0.0443265338073671,-0.332112153259964,-0.654096004277822,-0.0278009332409254,0.158805496875102,0.05,0.0168844221105528
"Cumulative",0.745695931201572,1.11649872780485,0.776735637796853,1.47599328784,0.177306135229469,-0.370802796603279,-0.730297356638426,-0.0310397065952809,0.177306135229469,-0.332112153259964,-0.654096004277822,-0.0278009332409254,0.158805496875102,0.05,0.0168844221105528
