"","Actual","Pred","Pred.lower","Pred.upper","Pred.sd","AbsEffect","AbsEffect.lower","AbsEffect.upper","AbsEffect.sd","RelEffect","RelEffect.lower","RelEffect.upper","RelEffect.sd","alpha","p"
"Average",0.150002138567282,0.283994982719287,0.138516345495631,0.445868045188771,0.0778237622404487,-0.133992844152005,-0.295865906621489,0.0114857930716511,0.0778237622404487,-0.471814124563071,-1.04179976627945,0.040443647847836,0.274032173016849,0.05,0.038
"Cumulative",0.600008554269128,1.13597993087715,0.554065381982524,1.78347218075508,0.311295048961795,-0.53597137660802,-1.18346362648596,0.0459431722866045,0.311295048961795,-0.471814124563071,-1.04179976627945,0.040443647847836,0.274032173016849,0.05,0.038
