"","Actual","Pred","Pred.lower","Pred.upper","Pred.sd","AbsEffect","AbsEffect.lower","AbsEffect.upper","AbsEffect.sd","RelEffect","RelEffect.lower","RelEffect.upper","RelEffect.sd","alpha","p"
"Average",0.0739976813976997,0.149425700470129,0.0383849762306416,0.259956963085065,0.0558866614446199,-0.0754280190724297,-0.185959281687365,0.0356127051670581,0.0558866614446199,-0.504786116679493,-1.24449329066079,0.238330521824639,0.374009700264325,0.05,0.0887728459530026
"Cumulative",0.295990725590799,0.597702801880518,0.153539904922566,1.03982785234026,0.22354664577848,-0.301712076289719,-0.743837126749461,0.142450820668232,0.22354664577848,-0.504786116679493,-1.24449329066079,0.238330521824639,0.374009700264325,0.05,0.0887728459530026
