"","Actual","Pred","Pred.lower","Pred.upper","Pred.sd","AbsEffect","AbsEffect.lower","AbsEffect.upper","AbsEffect.sd","RelEffect","RelEffect.lower","RelEffect.upper","RelEffect.sd","alpha","p"
"Average",0.242980858651247,0.332485831974393,0.21755015965083,0.445326401222749,0.058156954453588,-0.0895049733231462,-0.202345542571502,0.0254306990004173,0.058156954453588,-0.269199360440837,-0.608583954900928,0.0764865644030685,0.174915586953693,0.05,0.062474889513861
"Cumulative",0.971923434604989,1.32994332789757,0.87020063860332,1.781305604891,0.232627817814352,-0.358019893292585,-0.809382170286007,0.101722796001669,0.232627817814352,-0.269199360440837,-0.608583954900928,0.0764865644030685,0.174915586953693,0.05,0.062474889513861
