"","Actual","Pred","Pred.lower","Pred.upper","Pred.sd","AbsEffect","AbsEffect.lower","AbsEffect.upper","AbsEffect.sd","RelEffect","RelEffect.lower","RelEffect.upper","RelEffect.sd","alpha","p"
"Average",0.176694283150079,0.406324304288957,0.32629405105058,0.490265119805543,0.0415126318820018,-0.229630021138878,-0.313570836655464,-0.149599767900501,0.0415126318820018,-0.565139763275339,-0.771725524034784,-0.368178241669032,0.102166253516748,0.05,0.000200120072043226
"Cumulative",0.706777132600315,1.62529721715583,1.30517620420232,1.96106047922217,0.166050527528007,-0.918520084555512,-1.25428334662186,-0.598399071602003,0.166050527528007,-0.565139763275339,-0.771725524034784,-0.368178241669032,0.102166253516748,0.05,0.000200120072043226
