"","Actual","Pred","Pred.lower","Pred.upper","Pred.sd","AbsEffect","AbsEffect.lower","AbsEffect.upper","AbsEffect.sd","RelEffect","RelEffect.lower","RelEffect.upper","RelEffect.sd","alpha","p"
"Average",0.125382009031953,0.212446937120615,0.113044237631386,0.322660029887987,0.0528690472752135,-0.0870649280886619,-0.197278020856035,0.012337771400567,0.0528690472752135,-0.409819643759946,-0.928599035268896,0.0580746023820636,0.248857658254671,0.05,0.0434
"Cumulative",0.50152803612781,0.849787748482458,0.452176950525543,1.29064011955195,0.211476189100854,-0.348259712354648,-0.789112083424138,0.0493510856022679,0.211476189100854,-0.409819643759946,-0.928599035268896,0.0580746023820636,0.248857658254671,0.05,0.0434
